wordpilot_id	english	turkish_gloss_used	freedict_source_row	original_source_line
2758	arabia	Arabistan	1444	Arabistan. Arabia Felix Yemen.
2759	athletic	atletik, atletlere ait	1838	atletik, atletlere ait. athletically  atletik bir şekilde.athleticism atletizim sporculuk.athletics  ) atletizm.
2760	banner	bayrak, sancak, alem	2415	bayrak, sancak, alem; (gazet.) manşet.
2761	brad	ince ve küçük başlı çivi	3731	ince ve küçük başlı çivi.
2762	charm	cazibe, çekicilik	5334	cazibe, çekicilik; tılsım, zincirin ucuna takılan sallantı; muska; buyu, tılsımlı bir cümle veya duanın okunması. charmless  cazibesiz.
2763	cruel	zalim, gaddar, insafsız, merhametsiz	7575	zalim, gaddar, insafsız, merhametsiz; çekilmez, dayanılmaz; çetin, müşkül. cruelly  zalimane, insafsızca. cruelty  zulüm: zülmetme: gaddarlık.
2764	curriculum	müfredat programı	7725	müfredat programı. curriculum vitae hal tercümesi.
2765	deadline	son teslim tarihi	7994	son teslim tarihi: cezaevlerinde hükümlülerin geçmemesi gereken yasak bölge sınırı.
2766	delta	Yunan alfabesinin dördüncu harfi	8276	Yunan alfabesinin dördüncu harfi; delta şeklinde herhangi bir şey; üçgen; (coğr.) delta; (elek) trifaze akımda üçgen bağlantı .delta -wing (airplane) kanatları üçgen şeklinde olan jet uçağı.
2767	easter	Paskalya yortusu.Easter Day Paskalya günü	9687	Paskalya yortusu.Easter Day Paskalya günü. Easter egg Paskalya yumurtası. Easter lily zambak.Eastertide  Easter time Paskalya zamanı.
2768	eleven	on bir	9928	on bir;  on bir rakamı (11, Xl); oyunda on bir kişilik takım. elevenses  ing, (k.dili) sabah (saat 11.00'de) hafif yemek. eleventh  on birinci, on birde bir. eleventh hour son dakika, karar değiştirmek için son fırsat.
2769	entity	varoluş, varlık, mevcudiyet, vücut, şey, zat	10294	varoluş, varlık, mevcudiyet, vücut, şey, zat; (fels.) öz, kendilik, mahiyet.
2770	feminist	feminist, kadın hakları savunucusu	11342	feminist, kadın hakları savunucusu.
2771	heal	iyileştirmek, şifa vermek	14067	iyileştirmek, şifa vermek; iyileşmek, şifa bulmak; düzeltmek, ıslah etmek; defetmek, başından savmak; kapatmak; ıslah olmak. healable  iyi olması kabil, iyileşebilir .
2772	interface	iki cisim arasındaki ortak yüzey, arayüz	16144	iki cisim arasındaki ortak yüzey, arayüz.
2773	journalism	gazetecilik, gazete yazarlığı	16766	gazetecilik, gazete yazarlığı; gazete ve mecmua yayını, basın.
2774	occasional	ara sıra meydana gelen, fırsat düştükçe yapılan	21133	ara sıra meydana gelen, fırsat düştükçe yapılan; belirli bir fırsat dolayısıyle yapılan. occasional chair takımdan ayrı sandalye. occasionally  ara sıra, bazen.
2775	pursuit	kovalama, takip, arama, peşinden koşma	24866	kovalama, takip, arama, peşinden koşma; meşguliyet, iş; elde etmeye uğraşma. pursuit plane (ask.) avcı uçağı.
2776	resume	hulasa, özet	26195	hulasa, özet.
2777	rev	bir dönüş, çevrim, devir	26259	(revved, -ving)  bir dönüş, çevrim, devir (motor);  ("up" ile) hızını değiştirmek (motor)
2778	tribe	kabile, aşiret, oymak, soy, uyruk	32997	kabile, aşiret, oymak, soy, uyruk; aynı sınıftan veya aynı sanattan kimseler, grup; biyolı takım, familya; dişi hayvandan gelen zürriyet. tribes'man  kabileye mensup fert.
2779	unfortunate	talihsiz, bahtsız, bedbaht, biçare, kimsesiz	34004	talihsiz, bahtsız, bedbaht, biçare, kimsesiz; başarısız;  şanssız kimse. unfortunately  yazık ki, maalesef .
2780	victorian	muhafazakâr	35051	muhafazakâr; Kraliçe Viktorya zamanına ait (kimse) Victorianism  tavır ve harekette tutuculuk.
2781	alternate	münavebe ile birbirini takip etmek veya ettirmek	779	münavebe ile birbirini takip etmek veya ettirmek; bir sıra takip etmek, birbiri ardına gelmek. alternating current (elek) dalgalı akım.
2782	athlete	atlet, sporcu, pehlivan	1837	atlet, sporcu, pehlivan.  athlete' foot madura ayağı, (tıb.) mantar.
2783	attraction	cazibe, çekici oluş, alımlılık	1902	cazibe, çekici oluş,  alımlılık; buyüleyici şey; eglence programı,  atraksiyon; (fiz.) çekim.
2784	bankruptcy	iflas	2413	iflas. declare bankruptcy iflas etmek. fraudulent bankruptcy hileli iflas.
2785	closure	kapama, kapanma	5962	kapama, kapanma; son verme, sona erdirme; kapayan kısım; bir toplantıda tartışmaları keserek oylamaya geçiş;  tartışmaları keserek oylamaya geçmek.
2786	cognitive	bilmeye veya kavramaya ait	6121	bilmeye veya kavramaya ait.
2787	convert	din veya inanç değiştiren kimse , dönme, ihtida eden kimse	6934	din veya inanç değiştiren kimse , dönme, ihtida eden kimse.
2788	defender	koruyucu kimse, savunucu veya müdafaa eden kimse, himaye eden kimse	8168	koruyucu kimse, savunucu veya müdafaa eden kimse, himaye eden kimse.
2789	dental	dişlere veya diş hekimliğine ait	8363	dişlere veya diş hekimliğine ait ; ((dilb.) dişsel;  (t, d gibi) dişsel ünsuz. dental arch diş kavsi. dental nerve (anat.) diş siniri. dental plate takma diş. dental surgery diş cerrahisi.
2790	editorial	gazete vb'nin müdürüne ait veya böyle bir kimsenin uslubuna göre	9762	gazete vb'nin müdürüne ait veya böyle bir kimsenin uslubuna göre;  başmakale. editorialize  haber naklederken yorum yapmak.
2791	generic	cinse ait, fasileye ait	12775	cinse ait, fasileye ait; genel, umumi; şümullü, geniş kapsamı olan. generically  kendi cinsine ait özellikleri taşıyarak.
2792	grip	grip hastalığı	13421	grip hastalığı .
2793	handful	avuç dolusu	13802	avuç dolusu; az miktar; (k.dili.) başa çıkılması zor olan kimse veya iş.
2794	happily	mutlulukla, sevinçle	13859	mutlulukla, sevinçle; iyi bir tesadüf olarak.
2795	hybrid	melez hayvan veya bitki	14948	melez hayvan veya bitki; iki ayrı dilden alınmış kelimelerle yapılan bileşik kelime;  melez, karışık. hybridism, hybrid'ity  melezlik. hybridiza'tion  melezleştirme. hybridize  melez olarak yetiştirmek veya yetişmek.
2796	keyboard	klavye	17001	klavye .
2797	mild	kibar, nazik	19460	kibar, nazik; yumuşak, zarif; ılımlı; hafif. mildly  kibarca; biraz. mildness  nezaket; ılımlılık.
2798	molecular	moleküle ait, moleküllü	19829	moleküle ait, moleküllü.
2799	nowadays	şimdi, bugünlerde, şimdiki zamanda	20953	şimdi, bugünlerde, şimdiki zamanda.
2800	palestinian	Filistin'e ait	21991	Filistin'e ait;  Filistinli.
2801	pathetic	acıklı, dokunaklı, etkileyici, tesirli, heyecan verici	22358	acıklı, dokunaklı, etkileyici, tesirli, heyecan verici. pathetically  dokunaklı veya etkileyici bir surette; heyecanlandırarak.
2802	potter	çömlekçi	23909	çömlekçi. potter' field fakirler için ayrılmış mezar. potter' wheel çömlekçi çarkı.
2803	rage	şiddetli öfke, gazap, hiddet, köpürme	25306	şiddetli öfke, gazap, hiddet, köpürme; coşku, heyecan; moda, çok rağbet gören sey;  çok öfkelenmek, hiddetlenmek, köpürmek, tepesi atmak, çok şiddetle meydana gelmek.
2804	selfish	egoist, bencil	27821	egoist, bencil. hodbin selfishly  bencilce egoistçe. selfishness  egoistlik, bencillik, hodkamlık.
2805	urge	sevketmek, ileri sürmek	34561	sevketmek, ileri sürmek; dürtmek; sıkıştımak; ısrar etmek; ısrarla anlatmak; kışkırtmak; zorlamak;  dürtü, itici kuvvet; zorlama; kışkırtma.
2806	ally	müttefik	745	müttefik; dost, arkadaş; yapısı veya bileşimi itibariyle başka bir şeye benzeyen şey;  birleşmek, ittifak etmek; akraba olmak. ally oneself with veya to ile birleşmek.
2807	array	saf, sıra, tertip, tanzim, düzen, nizam	1588	saf, sıra, tertip, tanzim, düzen, nizam; ordu; debdebe, tantana; muhteşem kıyafet.
2808	booth	kulübe, çadır, çardak, barınak	3557	kulübe, çadır, çardak, barınak; satış pavyonuç
2809	breakdown	bozulma, durma	3803	bozulma, durma (makina); asap bozulması, çökme; teferruatlı hesap; analiz.
2810	brutal	vahşi, yabani	3977	vahşi, yabani; hayvani; merhametsiz, insanlıktan uzak; kaba, nezaketsiz; makul olmayan, mantıksız. brutally  vahşi bir şekilde. brutal'ity  vahşilik.
2811	cam	kam, dirsekli kurs, mil dirseği, mil çivisi	4460	(mak.) kam, dirsekli kurs, mil dirseği, mil çivisi.
2812	cliff	uçurum, sarp kayalık	5912	uçurum, sarp kayalık. cliff dweller kanyonlarda veya dik kaya oyuklannda yaşayan ilkel Amerikalı; (ABD), (k.dili.) apartmanda oturan kimse. cliffhanger  (k.dili.) en heyecanlı yerinde kesilen seri film.
2813	consensus	fikir veya oy birliği, umumun fikri	6726	fikir veya oy birliği, umumun fikri; (biyol.) uzuvların ahenkle işlemesi.
2814	distinction	ayırt etme, tefrik, temyiz	9085	ayırt etme, tefrik, temyiz; fark, idrak; açıklık, vuzuh; nişan, rütbe, paye; sivrilme, yukselme, temayüz; üstünlük. distinction without a differ ence hak olunmayan sivrilme, suni fark.
2815	facial	yüze ait, veçhi	11049	yüze ait, veçhi; yüz masajı. facial angle yüz açısı.
2816	faithful	mümin, iman sahibi	11099	mümin, iman sahibi; sadık,vefakâr, doğru, güvenilir, itimada şayan. faithful to his word sözüne sadık. the faithful müminler, bir dine iman etmiş olanların tümü. faithfully  sadakatle, imanla. faithfulness sadakat, iman.
2817	fatal	öldürücü, mahvedici, yok edici	11215	öldürücü, mahvedici, yok edici; talihsizlik getiren; kadere bağlı, mukadder,önüne geçilemeyen. fatally  öldürücü bir surette, ölecek derecede; kadere bağlı olarak.
2818	holland	Hollanda, Felemenk	14570	Hollanda, Felemenk. Hollander  Hollandalı, Felemenkli.
2819	hunger	açlık	14907	açlık; kuvvetli istek, arzu, özlem, iştiyak;  acıkmak; hasret çekmek, özlemini duymak, şiddetle arzulamak; aç bırakmak. hunger march açlık yürüyüşü. hunger strike açlık grevi.
2820	hurricane	kasırga, bora	14920	kasırga, bora. hurricane deck yolcu gemilerinin en üst güvertesi. hurricane lamp rüzgar feneri, gemici feneri. hurricane signal şiddetli ve tehlikeli bir kasırganın geleceğini işaret eden bayrak.
2821	import	ithal malı, yabancı memleketten getirtilen	15349	ithal malı, yabancı memleketten getirtilen (mal.); anlam, mana; önem, ehemmiyet. imports and exports ithalât ve ihracat. import license ithalât lisansı. import duty ithalat gümruk resmi.
2822	laughter	gülünecek şey	17502	gü1üş, gülme, hande; gülünecek şey.
2823	mighty	kuvvetli, kudretli, güçlü, zorlu	19447	kuvvetli, kudretli, güçlü, zorlu; büyük; fevkalade;  (k. dili) pek çok. mightiness  güçlülük.
2824	monetary	paraya ait, sikkeye ait	19868	paraya ait, sikkeye ait; parayla ilgili.
2825	nutrition	gıda, yiyecek	21021	gıda, yiyecek; besleme, beslenme. nutritious, nu'tritive  gıdalı, besinli, besleyici.
2826	ore	maden cevheri	21478	maden cevheri.
2827	poorly	kötü bir şekilde, başarısızlıkla	23735	kötü bir şekilde, başarısızlıkla: kusurlu olarak;  (k. dili) hasta, rahatsız.
2828	portugal	Portekiz	23814	Portekiz.
2829	provider	tedarik eden kimse, techiz eden kimse	24593	tedarik eden kimse, techiz eden kimse. a good provider ailesine iyi bakan kimse.
2830	publish	yayımlamak, neşretmek	24713	yayımlamak, neşretmek; basıp yaymak, bastırmak; ilan etmek, söylemek, açığa vurmak, ifşa etmek.
2831	advise	tavsiye etmek	424	tavsiye etmek; öğüt veya  nasihat vermek, akıl öğretmek; haber veya  bilgi vermek; danışmak, istişare etmek, akıl  sormak. ill-advised  akılsız, tedbirsiz  well-advised  tedbirli, akıllı.
2832	cafe	Iokanta, kahvehane, pastane, bar	4344	Iokanta, kahvehane, pastane, bar; kahve. cafe curtain pencerenin alt yarısını kapatan perde. cafe society bar ve kulüpleri dolaşan sosyete grubu.
2833	cult	mezhep	7659	mezhep; çığır; inanç, tapınma.
2834	dairy	süthane, mandıra	7878	süthane, mandıra; sütçü dükkânı. dairy farm mandıra. dairymaid  sütçü kız. dairyman  sütçü. dairy products süthanede imal edilen ve satılan mallar.
2835	diary	hatıra defteri, günce	8640	hatıra defteri, günce. diarist  hatıra defteri tutan kimse.
2836	disagree	uyuşmamak, uymamak, uygun düşmemek	8846	uyuşmamak, uymamak, uygun düşmemek; muvafık olmamak, anlaşamamak; bozuşmak, münakaşa etmek, tartışmak, atışmak; (gen.) with ile bünyesine uygun gelmemek, yaramamak, dokunmak (yiyecek)
2837	disappear	gözden kaybolmak, kaybolmak	8851	gözden kaybolmak, kaybolmak; yok olmak; zail olmak, ortadan kaybolmak. disappearance  gözden kaybolma, kaybolma.
2838	forecast	tahmin, hava tahmini	11975	tahmin, hava tahmini.
2839	governance	yönetim, idare	13220	yönetim, idare.
2840	indoor	ev içine ait, ev içinde yapılan	15693	ev içine ait, ev içinde yapılan. indoor games ev içinde oynanan oyunlar. indoor life ev hayatı.
2841	influential	tesirli	15821	tesirli; sözü geçen.
2842	intend	zihninde kurmak, niyet etmek, tasarlamak	16103	zihninde kurmak, niyet etmek, tasarlamak; kasdetmek, meram etmek, demek istemek. intended  (k.) dili nişanlı (erkek veya kız)
2843	lawsuit	dava	17533	dava.
2844	lighter	mavna, salapurya	17831	mavna, salapurya;  mavna ile yük taşımak. lighterage  mavna ücreti; mavnaya yükleme.
2845	meter	sayaç, saat	19320	sayaç, saat;  saat ile ölçmek. gasmeter havagazı sayacı. water meter su sayacı.
2846	passionate	aşırı tutkuları olan	22309	aşırı tutkuları olan; çabuk öfkelenen, hiddetli; heyecanlı, hararetli, ateşli, şiddetli; şiddetle aşık. passionately  tutkuyla; hararetle, ateşli olarak. passionateness  ihtiraslı oluş, ateşli oluş.
2847	roster	subayların nöbet sıralarını gösterir liste veya defter	26627	(ask.) subayların nöbet sıralarını gösterir liste veya defter; isim listesi.
2848	servant	hizmetçi, uşak	28045	hizmetçi, uşak; köle, kul; besleme, yanaşma. servant boy uşak. servant girl hizmetçi kız. fellow servant kapı yoldaşı. public servant memur, devlet memuru. your humble servant, your obedient servant bendeniz, kulunuz.
2849	skull	kafatası	28805	kafatası; kafa, beyin. skull and crossbones ölüm sembolü olarak kafa kemiği altına çaprazlama konulmuş kol veya bacak kemikleri.
2850	slot	dar ve uzun yiv veya açıklık	28953	(-ted, -ting) dar ve uzun yiv veya açıklık; delik; (k. dili) yer, mevki;  dar ve uzun yiv veya delik açmak; yivine veya yerine oturtmak. slot machine içine para konulan otomatik büfe veya oyun makinası.
2851	statue	heykel statuette ufak heykel	30089	heykel statuette  ufak heykel .
2852	suspicious	şüpheli, şüphe eden, vesveseci	31131	şüpheli, şüphe eden, vesveseci; suizan uyandıran, şüphe edilir; şüphelenen. I am suspicious of him. Ondan şüpheleniyorum. suspiciously  şüphe uyandıracak şekilde, muhtemelen. suspiciousness  şüpheli oluş.
2853	approve	denemek, yoklamak	1405	uygun bulmak, tasvip  etmek, onaylamak, tasdik etmek, beğenmek,  münasip görmek, tensip etmek; denemek,  yoklamak. approvingly  beğenerek, tasvip  ve tasdik ederek.
2854	architect	mimar	1501	mimar.
2855	bride	dantel veya nakışta motifleri birbirine bağlayan , atkı, ilmik	3850	dantel veya nakışta motifleri birbirine bağlayan (bağlaç.), atkı, ilmik (v. b.); süslü kadın şapkası şeridi.
2856	butler	bir evin baş erkek hizmetkârı	4221	bir evin baş erkek hizmetkârı; kethuda, baş uşak.
2857	cartoon	karikatür	4832	karikatür; seri halinde yayınlanan karikatür; hayvanların canlandırıldığı karton filim, Miki Maus; büyük resim taslağı. cartoonist  seri halinde karikatür çizen kimse.
2858	coke	kok kömürü	6153	kok kömürü.
2859	comparable	karşılaştırılabilir, karşılaştırması mümkün	6415	karşılaştırılabilir, karşılaştırması mümkün.
2860	console	teselli etmek, avundurmak	6757	teselli etmek, avundurmak. be consoled avunmak.
2861	contractor	müteahhit, mukavele yapan kimse	6872	müteahhit, mukavele yapan kimse; kasan şey, kısaltan şey daraltan şey büzen şey, çeken şey.
2862	diameter	çap, kutur	8622	çap, kutur. diamet'rical  çapla ilgili, kutra ait. diamet'rically  çap boyunca; tamamen. diametrically opposite taban tabana zıt.
2863	fabric	kumaş, bez, dokuma	11037	kumaş, bez, dokuma; bünye, nesiç, doku.
2864	fabulous	inanılmaz, müthiş, mükemmel, fevkalade	11040	inanılmaz, müthiş, mükemmel, fevkalade; uydurma, hayal mahsulü, efsanevi; abartılmış, mübalâğalı. fabulously  (k.dili) inanılmaz mükemmellikte.
2865	fold	kat, misil, kere	11869	(sonek) kat, misil, kere: fivefold  beş misli, beş kat.
2866	freak	garabet	12208	garabet; acayiplik, hilkat garibesi, acibe; kapris, gelip geçen fikir veya arzu, maymun iştahlılık.
2867	glorious	şanlı, şerefli, ünlü	13020	şanlı, şerefli, ünlü; parlak, muhteşem, mükemmel, fevkalade. gloriously  şanla, şerefli olarak. gloriousness  şanlı oluş, ihtişam.
2868	grief	keder, ıstırap, dert, elem, acı	13396	keder, ıstırap, dert, elem, acı; felâket, bela; eser. come to grief felakete uğramak, belâsını bulmak. grief stricken  çok kederli, meyus, bedbaht.
2869	hub	tekerlek poyrası, tekerlek göbeği	14838	tekerlek poyrası, tekerlek göbeği; dünyanın merkezi. the Hub Boston şehrinin takma ismi.
2870	lodge	tekke	18110	tekke; mason teşkilâtının azaları veya toplanma yeri, loca; ufak ev; kapıcı veya bahçıvan kulübesi; tatil evi; hayvan ini.
2871	merchant	tacir tüccar	19225	tacir tüccar; mağaza sahibi, dükkâncı;  ticarete ait, ticari, ticarette kullanılan. merchantman  ticaret gemisi. merchant marine ticaret filosu. merchant prince çok zengin tüccar merchant tailor tüccar terzi.
2872	micro	miniden daha kısa	19374	miniden daha kısa (giysi)
2873	myth	esatir, efsane	20341	esatir, efsane, (mit.); hayali kimse veya şey. mythic, mythical  efsane kabilinden, esatiri, mite özgü; hayali.
2874	pastor	papaz	22327	papaz. pastorate  papazlık.
2875	predict	bir şeyin vukuunu önceden haber vermek, kehanette bulunmak	24050	bir şeyin vukuunu önceden haber vermek, kehanette bulunmak. prediction  kehanet, önceden haber verme.
2876	provincial	eyalete ait	24596	eyalete ait; taşraya ait; taşralı, dar düşünceli; köylü gibi;  köylü, taşralı kimse. provinciality  taşralılık. provincially  taşra zihniyetiyle, dar kafalılıkla.
2877	rebel	isyankâr, zorba, serkeş	25574	isyankâr, zorba, serkeş;  asi, şaki.
2878	rotation	çark gibi dönme, eksen üzerinde devretme, deveran	26638	çark gibi dönme, eksen üzerinde devretme, deveran; sıra ile farklı ekinler ekme; devir sıra ile gelme.
2879	subtle	kurnaz, hilekâr	30748	kurnaz, hilekâr; ince; mahir, usta; gizli. subtly  incelikle; mahirâne, ustaca; kurnazca.
2880	toll	çanı ağır ağır çalmak	32535	çanı ağır ağır çalmak; (saat) çalmak; çan çalarak çağırmak; avı cezbedecek hareketler yapmak; cenaze çanı çalınmak;  ağır çan sesi.
2881	trainer	talimci, terbiye edici, antrenör	32804	talimci, terbiye edici, antrenör; top nişancısı; talim uçağı.
2882	unbelievable	inanılmaz, akla sığmayan	33670	inanılmaz, akla sığmayan.
2883	underneath	altına, altında	33853	(edat),  altına, altında;  alt.
2884	viral	virüsten meydana gelmiş, virüse ait	35129	virüsten meydana gelmiş, virüse ait.
2885	warehouse	eşya deposu	35456	eşya deposu; ambar; antrepo; toptan satış yeri; mağaza. ware houseman  eşya deposu sahibi veya işçisi.
2886	adjust	adjustment tasfiye	364	düzeltmek, uydurmak, alıştırmak , ayar etmek adjustable  ayar edilebilir, düzeltilebilir uydurulabilir. adjustment  tasfiye; tanzim, düzeltme, tashih, Islah; düzen, nizam; uyma, intibak.
2887	altogether	bütün bütün, tamamen	789	bütün bütün, tamamen.  in the altogether (k.dili.) çıplak,  anadan dogma.
2888	austria	Avusturya	1997	Avusturya. AustriaHungary Avusturya-Macaristanimparatorluğu Austrian   Avusturyalı;  Avusturya'ya ait.
2889	capability	kabiliyet, yetenek	4618	kabiliyet, yetenek; istidat; iktidar, güç; kapasite; ehliyet.
2890	concentrate	yoğun halde olan herhangi bir şey	6512	yoğun halde olan herhangi bir şey.
2891	drain	Iağım veya hendek ile suyu akıtmak	9379	Iağım veya hendek ile suyu akıtmak; bir yerin suyunu tamamıyle çekmek; kurutmak (bataklık), akaçlamak, drenaj yapmak; içip bitirmek, tüketmek; süzmek; (tıb.)  iltihaplı yaradan cerahati çekmek; süzülmek, suyu süzülmek.
2892	excellence	fazilet, üstünlük, faikıyet, seçkinlik, mümtaz oluş	10744	fazilet, üstünlük, faikıyet, seçkinlik, mümtaz oluş.
2893	hint	ima, üstü kapalı söz, zımnen işaret	14464	ima, üstü kapalı söz, zımnen işaret;  ima etmek, çıtlatmak. hint at hissettirmek, üstü kapalı söylemek, dokundurmak, ima etmek.
2894	hostile	düşmana ait	14774	düşmana ait; düşmanca, düşmanlık gösteren, saldırgan. hostilely  düşmanllkla.
2895	miserable	sefil, pek fakir	19655	sefil, pek fakir; dertli, bedbaht, perişan; mutsuz; acınacak halde; zavallı; (k. dili) hasta; sefalet getiren; süfli, aşağılık, pek kötü; utanmaz. miserably  pek fena.
2896	motorcycle	motosiklet	20077	motosiklet.
2897	ninth	dokuzuncu, dokuzda bir	20724	dokuzuncu, dokuzda bir (kısım)
2898	nomination	aday gösterme	20803	aday gösterme.
2899	optical	optikle ilgili	21425	optikle ilgili; göz veya ışık vasıtasıyle işleyen; görme duyusuna yardım eden; görme duyusuna ait. optical illusion gözün yanılması. optically  optik vasıtalarla; gözle.
2900	outlook	görünüş, genel görünüş, manzara	21661	görünüş, genel görünüş, manzara; seyredilen yer.
2901	reign	saltanat, hükümet	25887	saltanat, hükümet; hükümet müddeti; devir, asır;  saltanat sürmek, hükümdarlık etmek; hakim olmak, hüküm sürmek.
2902	scan	inceden inceye tetkik etmek	27298	(-ned, -ning) inceden inceye tetkik etmek; alelacele gözden geçirmek; vezne göre okumak, vezin tahlili yapmak; televizyonda bir resmin bütün noktalarından sıra ile geçmek; şiirin kurallarına uymak.
2903	scare	korkutmak, ürkütmek	27321	korkutmak, ürkütmek;  ani korku, panik, sebepsiz korku. scare away veya off korkutup kaçırmak. scare up (k. dili) arayıp meydana çıkarmak.
2904	spencer	kısa ceket	29611	kısa ceket.
2905	submission	teslim olma, boyun eğme, itaat	30684	teslim olma, boyun eğme, itaat; tevazu, alçak gönüllülük, uysallık; sunuş.
2906	sunny	güneşli	30929	güneşli; güneş gibi; neşeli. sunny side güneşli taraf; (bir işte) iyi cihet, ümit verici yön. sunny side up çevrilmeden pişirilen (tavada yumurta)
2907	supporter	taraftar	31036	taraftar; yardımcı; jartiyer; askı; bileklik.
2908	tremendous	heybetli	32967	heybetli; çok büyük, kocaman, gayet iri; (k. dili) çok iyi, şahane. tremendously  çok. tremendousness  heybetli oluş.
2909	ambulance	cankurtaran, ambulans	838	cankurtaran, ambulans : gezici hastane.
2910	ballot	oy pusulası	2353	oy pusulası; bir seçimde oyların toplamı; gizli oy usulu ile yapılan seçim;  oy vermek; kura çekmek (yer için) ballot box oy sandığı. ballot paper oy pusulası.
2911	cemetery	mezarlık, kabristan	5091	mezarlık, kabristan.
2912	chile	Şili	5483	Şili.
2913	deficit	hesap açığı, zarar	8183	hesap açığı, zarar.
2914	demon	cin, kötü ruh, şeytan, ifrit	8313	cin, kötü ruh, şeytan, ifrit; kötü adam, iblis herif; (k.dili) çok enerjik kimse.
2915	doll	oyuncak bebek, kukla	9226	oyuncak bebek, kukla; yalnız dış güzelliği olan kadın; güzel ve sevimli çocuk;  (k.dili.) up ile süslemek, süslenmek, şık giyinmek, giydirmek. dollhouse  oyuncak bebek evi.
2916	expertise	bilirkişi raporu	10884	bilirkişi raporu; ehliyet,hüner.
2917	halfway	ortada, yan yolda	13742	ortada, yan yolda; yetersiz olarak;  yetersiz; yarı yolda bulunan (han veya otel) halfway house hapisten çıkanlann geçici olarak kalabileceği yurt.
2918	indication	bildirme, anlatma, gösterme	15642	bildirme, anlatma, gösterme; belirti, delil, kanıt; (tıb.) hastalıklarda uygun tedavi şeklini gösterme.
2919	intimate	ima etmek, dolayısıyle anlatmak	16257	ima etmek, dolayısıyle anlatmak. intima'tion  ima.
2920	martial	harbe ait, savaşa özgü	18874	harbe ait, savaşa özgü; askeri; cesur, savaşçı. martial law örft idare, sıkıyönetim. martially  askerce, cesurca.
2921	password	parola	22314	parola.
2922	pulse	nabız, nabız atması	24767	nabız, nabız atması; çarpıntı; umumi eğilim;  nabız atmak, çarpmak.
2923	sierra	zirveleri çok olan dağ silsilesi	28541	zirveleri çok olan dağ silsilesi; bir çeşit palamut.
2924	spectacular	görülmeye değer, harikulade	29561	görülmeye değer, harikulade;  hayret verici manzara. spectacularly  harikulade bir şekilde.
2925	subscription	imza, imza etme	30706	imza, imza etme; kabul etme; abone; abone ücreti; iştirak taahhüdü. take up a subscription yardım parası toplamak.
2926	technological	teknolojiye ait technologist teknoloji uzmanı	31719	teknolojiye ait technologist  teknoloji uzmanı.
2927	tolerance	müsamaha, müsaade, hoşgorü, hoş görme, tahammül	32531	müsamaha, müsaade, hoşgorü, hoş görme, tahammül; (mak.) tolerans, müsaade edilen hata veya fark derecesi; sikkelerde muteber tutulan ayardan farklı olmasına müsaade edilen ağırlık. derecesi.
2928	unhappy	mutsuz, üzüntülü, kederli	34042	mutsuz, üzüntülü, kederli; talihsiz, şanssız; uğursuz, meşum; münasebetsiz, beceriksiz.
2929	accomplish	başarmak, becermek , üstesinden gelmek	181	başarmak, becermek , üstesinden gelmek; tamamlamak, ikmal etmek accomplished  ikmal edilmiş ; hünerli; nezaketli.
2930	apology	özür, tarziye, itizar	1309	özür, tarziye, itizar;  mazeret; savunma, müdafaa; yetersiz bir  örnek veya taklit.
2931	beg	dilenmek, sadaka istemek	2754	dilenmek, sadaka istemek; dilemek, rica etmek. beg off mazeret beyan etmek. beg the uestion dava veya iddiayı ispat olunmuş farzetmek.
2932	bout	kuvvet gösterisi, müsabaka	3675	kuvvet gösterisi, müsabaka; nöbet; devre.
2933	cos	istanköy adası	7145	istanköy adası.
2934	declare	ilân etmek, beyan etmek, ifade etmek, ortadan söylemek, alenen söylemek	8092	ilân etmek, beyan etmek, ifade etmek, ortadan söylemek, alenen söylemek; bildirmek, haber vermek; iddia etmek; ispat etmek. Well, (I.) declare (I.) Aman (I.) Acayip !
2935	detect	meydana çıkarmak	8524	meydana çıkarmak; keşfetmek, sezmek, tutmak. detectable  keşfi mümkün. detection  keşif, meydana ,çıkarma, bulma.
2936	exceptional	müstesna, istisnai, ender, fevkalade	10752	müstesna, istisnai, ender, fevkalade. exceptionally  müstesna olarak, fevkalade.
2937	hack	kira beygiri	13669	kira beygiri; ihtiyar at; kiralık atlı araba; AB,D, (k,dili.) taksi; külüstür araba;  araba sürmek, taksi şoförlüğü yapmak. huck stand taksi durağı.
2938	interact	birbirini etkilemek	16114	birbirini etkilemek. interaction  birbirine tesir etme. interactive  birbirini etkileyen .
2939	majesty	şevket, haşmet, heybet, celal	18567	şevket, haşmet, heybet, celal; b.h.kral veya eşine verilen ünvan . Your Majesty, His Majesty, Her Majesty Haşmetmeap, Majeste.
2940	median	orta	19097	orta;  medyan, orta değer; (geom.) kenarortay. median nerve kol medyan siniri.
2941	oven	fırın	21706	fırın.
2942	passport	pasaport	22313	pasaport; bir memleketin karasularına girmek veya çıkmak için bir gemiye verilen izin kâğıdı; giriş vesilesi.
2943	rhythm	vezin	26362	vezin: ahenkli üslup: şiir ve müzikte ahenk, ritim, düzen, düzenlilik; ahenkli hareket: ahenk, uyum. rhythmical  mevzun, ahenkli, uyumlu, düzenle, ritmik. rhythmically  ahenkli olarak
2944	shook	fıçı veya sandık yapmak için hazırlanmış malzeme	28370	fıçı veya sandık yapmak için hazırlanmış malzeme; başak demetleri kümesi;  fıçılık tahtaları demet haline getirmek.
